,Timestamp,Node,Subsystem,Message,Tuple,Type
0,1167737403,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,0,storage
1,1167798587,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,1,storage
2,1167798587,tg-s176,DEV,+END HARDWARE ERROR STATE AT CPE,1,storage
3,1167798587,tg-s176,DEV,+Platform PCI Component Error Info Section,1,storage
4,1167798587,tg-s176,DEV,Component Info: Vendor Id =x x,1,storage
5,1167798892,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,2,storage
6,1167798892,tg-s176,DEV,+END HARDWARE ERROR STATE AT CPE,2,storage
7,1167798892,tg-s176,DEV,+Platform PCI Component Error Info Section,2,storage
8,1167798892,tg-s176,DEV,+Platform Specific Error Info Section,2,storage
9,1167798892,tg-s176,DEV,Component Info: Vendor Id =x x,2,storage
10,1167798892,tg-s176,DEV,+ Platform Specific Error Detail:,2,storage
11,1167799860,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,3,storage
12,1167799860,tg-s176,DEV,+Platform PCI Component Error Info Section,3,storage
13,1167799860,tg-s176,DEV,Component Info: Vendor Id =x x,3,storage
14,1167847241,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,4,storage
15,1167847241,tg-s176,DEV,+Platform PCI Component Error Info Section,4,storage
16,1167847241,tg-s176,DEV,Component Info: Vendor Id =x x,4,storage
17,1167940853,tg-s176,DEV,+BEGIN HARDWARE ERROR STATE AT CPE,5,storage
18,1168094805,tg-s131,NET,connection down,6,storage
19,1168094824,tg-s131,I-O,hda: packet command error: error=x,6,storage
20,1168094864,tg-s131,I-O,x unknown partition table,6,storage
21,1168094864,tg-s131,I-O,x unknown partition table,6,storage
22,1168094864,tg-s131,I-O,x unknown partition table,6,storage
23,1168094864,tg-s131,I-O,x unknown partition table,6,storage
24,1168094864,tg-s131,I-O,x unknown partition table,6,storage
25,1168094864,tg-s131,I-O,x unknown partition table,6,storage
26,1168094974,tg-s159,I-O,x unknown partition table,7,storage
27,1168094974,tg-s159,I-O,x unknown partition table,7,storage
28,1168094974,tg-s159,I-O,x unknown partition table,7,storage
29,1168094974,tg-s159,I-O,x unknown partition table,7,storage
30,1168094974,tg-s159,I-O,x unknown partition table,7,storage
31,1168094974,tg-s159,I-O,x unknown partition table,7,storage
32,1168094974,tg-s159,I-O,x unknown partition table,7,storage
33,1168094974,tg-s159,I-O,x unknown partition table,7,storage
34,1168094974,tg-s159,I-O,x unknown partition table,7,storage
35,1168094974,tg-s159,I-O,x unknown partition table,7,storage
36,1168094974,tg-s159,I-O,x unknown partition table,7,storage
37,1168094974,tg-s159,I-O,x unknown partition table,7,storage
38,1168094974,tg-s159,I-O,x unknown partition table,7,storage
39,1168094974,tg-s159,I-O,x unknown partition table,7,storage
40,1168094974,tg-s159,I-O,x unknown partition table,7,storage
41,1168094974,tg-s159,I-O,x unknown partition table,7,storage
42,1168094974,tg-s159,I-O,x unknown partition table,7,storage
43,1168094974,tg-s159,I-O,x unknown partition table,7,storage
44,1168094974,tg-s159,I-O,x unknown partition table,7,storage
45,1168094974,tg-s159,I-O,x unknown partition table,7,storage
46,1168094975,tg-s159,I-O,x unknown partition table,7,storage
47,1168094975,tg-s159,I-O,x unknown partition table,7,storage
48,1168094975,tg-s159,I-O,x unknown partition table,7,storage
49,1168094975,tg-s159,I-O,x unknown partition table,7,storage
